Year,Month,Date,Vessel,Area,Type,Size,Fat
2008,7,17-Jul-08,Lady Janice,Tusket Basin,Filet,Small,18.8
2008,7,17-Jul-08,Lady Janice,Tusket Basin,Filet,Medium,16.8
2008,7,17-Jul-08,Lady Janice,Tusket Basin,Filet,Medium,17
2008,7,17-Jul-08,Lady Janice,Tusket Basin,Filet,Large,19.2
2008,7,17-Jul-08,Lady Janice,Tusket Basin,Filet,Large,22.6
2008,7,15-Jul-08,Lady Janice,Not Specified,Dressed,Small,21
2008,7,15-Jul-08,Lady Janice,Not Specified,Dressed,Small,16.2
2008,7,15-Jul-08,Lady Janice,Not Specified,Dressed,Small,21.2
2008,7,15-Jul-08,Lady Janice,Not Specified,Dressed,Medium,18.8
2008,7,15-Jul-08,Lady Janice,Not Specified,Dressed,Medium,17
2008,7,15-Jul-08,Lady Janice,Not Specified,Dressed,Medium,17.6
2008,7,12-Jul-08,Lady Janice,Not Specified,Filet,Small,17
2008,7,12-Jul-08,Lady Janice,Not Specified,Filet,Small,19
2008,7,12-Jul-08,Lady Janice,Not Specified,Filet,Small,18.4
2008,7,12-Jul-08,Lady Janice,Not Specified,Filet,Medium,16
2008,7,12-Jul-08,Lady Janice,Not Specified,Filet,Medium,17.6
2008,7,12-Jul-08,Lady Janice,Not Specified,Filet,Medium,13.4
2008,7,12-Jul-08,Lady Janice,Not Specified,Dressed,Small,13.6
2008,7,12-Jul-08,Lady Janice,Not Specified,Dressed,Small,13
2008,7,12-Jul-08,Lady Janice,Not Specified,Dressed,Medium,16.6
2008,7,12-Jul-08,Lady Janice,Not Specified,Dressed,Medium,18.8
2008,7,12-Jul-08,Lady Janice,Not Specified,Dressed,Large,18.2
2008,7,12-Jul-08,Lady Janice,Not Specified,Dressed,Large,14.2
2008,7,11-Jul-08,Lady Janice,Not Specified,Filet,Small,16.6
2008,7,11-Jul-08,Lady Janice,Not Specified,Filet,Small,18.8
2008,7,11-Jul-08,Lady Janice,Not Specified,Filet,Small,18.6
2008,7,11-Jul-08,Lady Janice,Not Specified,Filet,Medium,17.2
2008,7,11-Jul-08,Lady Janice,Not Specified,Filet,Medium,17.4
2008,7,11-Jul-08,Lady Janice,Not Specified,Filet,Medium,20.2
2008,7,11-Jul-08,Lady Janice,Not Specified,Dressed,Small,14.8
2008,7,11-Jul-08,Lady Janice,Not Specified,Dressed,Small,18.8
2008,7,11-Jul-08,Lady Janice,Not Specified,Dressed,Medium,17.2
2008,7,11-Jul-08,Lady Janice,Not Specified,Dressed,Medium,20.2
2008,7,11-Jul-08,Lady Janice,Not Specified,Dressed,Large,10
2008,7,11-Jul-08,Lady Janice,Not Specified,Dressed,Large,15.6
2008,7,09-Jul-08,Lady Melissa,German Bank,Filet,Small,17.4
2008,7,09-Jul-08,Lady Melissa,German Bank,Filet,Small,14.8
2008,7,09-Jul-08,Lady Melissa,German Bank,Filet,Small,12.2
2008,7,09-Jul-08,Lady Melissa,German Bank,Filet,Medium,12.6
2008,7,09-Jul-08,Lady Melissa,German Bank,Filet,Medium,15.6
2008,7,09-Jul-08,Lady Melissa,German Bank,Filet,Medium,19
2008,7,08-Jul-08,Lady Melissa,German Bank,Dressed,Small,18.2
2008,7,08-Jul-08,Lady Melissa,German Bank,Dressed,Small,11.8
2008,7,08-Jul-08,Lady Melissa,German Bank,Dressed,Medium,15
2008,7,08-Jul-08,Lady Melissa,German Bank,Dressed,Medium,13
2008,7,08-Jul-08,Lady Melissa,German Bank,Dressed,Large,16.4
2008,7,08-Jul-08,Lady Melissa,German Bank,Dressed,Large,10.2
2008,7,08-Jul-08,Lady Noreen,Not Specified,Filet,Small,16.4
2008,7,08-Jul-08,Lady Noreen,Not Specified,Filet,Small,17.4
2008,7,08-Jul-08,Lady Noreen,Not Specified,Filet,Small,18.6
2008,7,08-Jul-08,Lady Noreen,Not Specified,Filet,Medium,15.8
2008,7,08-Jul-08,Lady Noreen,Not Specified,Filet,Medium,17.8
2008,7,08-Jul-08,Lady Noreen,Not Specified,Filet,Medium,18.2
2008,7,03-Jul-08,Lady Noreen,Teardrop,Filet,Small,16.8
2008,7,03-Jul-08,Lady Noreen,Teardrop,Filet,Small,18.2
2008,7,03-Jul-08,Lady Noreen,Teardrop,Filet,Small,19.6
2008,7,03-Jul-08,Lady Noreen,Teardrop,Filet,Medium,14
2008,7,03-Jul-08,Lady Noreen,Teardrop,Filet,Medium,19.2
2008,7,03-Jul-08,Lady Noreen,Teardrop,Filet,Medium,17.4
2008,7,03-Jul-08,Lady Noreen,Teardrop,Dressed,Small,18
2008,7,03-Jul-08,Lady Noreen,Teardrop,Dressed,Small,20.2
2008,7,03-Jul-08,Lady Noreen,Teardrop,Dressed,Medium,18.6
2008,7,03-Jul-08,Lady Noreen,Teardrop,Dressed,Medium,20.6
2008,7,03-Jul-08,Lady Noreen,Teardrop,Dressed,Large,16.8
2008,7,03-Jul-08,Lady Noreen,Teardrop,Dressed,Large,15
2008,7,02-Jul-08,Lady Melissa,German Bank,Filet,Small,16
2008,7,02-Jul-08,Lady Melissa,German Bank,Filet,Small,17.2
2008,7,02-Jul-08,Lady Melissa,German Bank,Filet,Medium,19.8
2008,7,02-Jul-08,Lady Melissa,German Bank,Filet,Medium,18.6
2008,7,02-Jul-08,Lady Melissa,German Bank,Filet,Medium,17.8
2008,7,02-Jul-08,Lady Melissa,German Bank,Filet,Large,18.2
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Small,17.2
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Small,15.8
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Medium,15.6
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Medium,10.2
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Large,15
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Large,15.4
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Small,16.2
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Small,17.4
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Medium,14.4
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Medium,14.6
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Large,11
2008,6,30-Jun-08,Lady Melissa,German Bank,Dressed,Large,16.8
2008,6,27-Jun-08,Lady Melissa,German Bank,Filet,Small,17.2
2008,6,27-Jun-08,Lady Melissa,German Bank,Filet,Small,12
2008,6,27-Jun-08,Lady Melissa,German Bank,Filet,Small,17.4
2008,6,27-Jun-08,Lady Melissa,German Bank,Filet,Medium,17.4
2008,6,27-Jun-08,Lady Melissa,German Bank,Filet,Medium,16
2008,6,27-Jun-08,Lady Melissa,German Bank,Filet,Medium,9.8
2008,6,27-Jun-08,Lady Melissa,Not Specified,Dressed,Small,12.6
2008,6,27-Jun-08,Lady Melissa,Not Specified,Dressed,Small,14.2
2008,6,27-Jun-08,Lady Melissa,Not Specified,Dressed,Medium,10.2
2008,6,27-Jun-08,Lady Melissa,Not Specified,Dressed,Medium,15.2
2008,6,27-Jun-08,Lady Melissa,Not Specified,Dressed,Large,15.6
2008,6,27-Jun-08,Lady Melissa,Not Specified,Dressed,Large,16.4
2008,6,25-Jun-08,Lady Janice,Teardrop,Filet,Small,13.2
2008,6,25-Jun-08,Lady Janice,Teardrop,Filet,Small,12.6
2008,6,25-Jun-08,Lady Janice,Teardrop,Filet,Small,15.8
2008,6,25-Jun-08,Lady Janice,Teardrop,Filet,Medium,17
2008,6,25-Jun-08,Lady Janice,Teardrop,Filet,Medium,17.4
2008,6,25-Jun-08,Lady Janice,Teardrop,Filet,Medium,18.4
2008,6,25-Jun-08,Lady Melissa,Teardrop,Dressed,Small,17.2
2008,6,25-Jun-08,Lady Melissa,Teardrop,Dressed,Small,13
2008,6,25-Jun-08,Lady Melissa,Teardrop,Dressed,Medium,15.8
2008,6,25-Jun-08,Lady Melissa,Teardrop,Dressed,Medium,17
2008,6,25-Jun-08,Lady Melissa,Teardrop,Dressed,Large,16.6
2008,6,25-Jun-08,Lady Melissa,Teardrop,Dressed,Large,13.8
2008,6,24-Jun-08,Lady Janice,Not Specified,Filet,Small,13.6
2008,6,24-Jun-08,Lady Janice,Not Specified,Filet,Small,17.8
2008,6,24-Jun-08,Lady Janice,Not Specified,Filet,Small,15.4
2008,6,24-Jun-08,Lady Janice,Not Specified,Filet,Medium,14.4
2008,6,24-Jun-08,Lady Janice,Not Specified,Filet,Medium,17.8
2008,6,24-Jun-08,Lady Janice,Not Specified,Filet,Medium,17.6
2008,6,24-Jun-08,Lady Noreen,Teardrop,Filet,Small,15.4
2008,6,24-Jun-08,Lady Noreen,Teardrop,Filet,Small,16.6
2008,6,24-Jun-08,Lady Noreen,Teardrop,Filet,Small,18.6
2008,6,24-Jun-08,Lady Noreen,Teardrop,Filet,Medium,13.2
2008,6,24-Jun-08,Lady Noreen,Teardrop,Filet,Medium,16.4
2008,6,24-Jun-08,Lady Noreen,Teardrop,Filet,Medium,16.8
2008,6,24-Jun-08,Lady Noreen,Not Specified,Dressed,Small,17.2
2008,6,24-Jun-08,Lady Noreen,Not Specified,Dressed,Small,16.4
2008,6,24-Jun-08,Lady Noreen,Not Specified,Dressed,Medium,19.6
2008,6,24-Jun-08,Lady Noreen,Not Specified,Dressed,Medium,9.6
2008,6,24-Jun-08,Lady Noreen,Not Specified,Dressed,Large,20.6
2008,6,24-Jun-08,Lady Noreen,Not Specified,Dressed,Large,16.4
2008,6,23-Jun-08,Lady Janice,Not Specified,Filet,Small,19.4
2008,6,23-Jun-08,Lady Janice,Not Specified,Filet,Small,16.4
2008,6,23-Jun-08,Lady Janice,Not Specified,Filet,Medium,17.8
2008,6,23-Jun-08,Lady Janice,Not Specified,Filet,Medium,14.2
2008,6,23-Jun-08,Lady Janice,Not Specified,Filet,Large,15.6
2008,6,23-Jun-08,Lady Janice,Not Specified,Filet,Large,13
2008,6,23-Jun-08,Lady Noreen,Teardrop,Dressed,Small,14.6
2008,6,23-Jun-08,Lady Noreen,Teardrop,Dressed,Small,15.4
2008,6,23-Jun-08,Lady Noreen,Teardrop,Dressed,Medium,15.8
2008,6,23-Jun-08,Lady Noreen,Teardrop,Dressed,Medium,14.8
2008,6,23-Jun-08,Lady Noreen,Teardrop,Dressed,Large,13.4
2008,6,23-Jun-08,Lady Noreen,Teardrop,Dressed,Large,10
2008,6,23-Jun-08,Lady Janice,Not Specified,Dressed,Small,16.6
2008,6,23-Jun-08,Lady Janice,Not Specified,Dressed,Small,14.4
2008,6,23-Jun-08,Lady Janice,Not Specified,Dressed,Medium,10.6
2008,6,23-Jun-08,Lady Janice,Not Specified,Dressed,Medium,10.2
2008,6,23-Jun-08,Lady Janice,Not Specified,Dressed,Large,11.6
2008,6,23-Jun-08,Lady Janice,Not Specified,Dressed,Large,16.4
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Small,16
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Small,13.6
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Medium,17.8
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Medium,17.2
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Large,14
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Large,14.2
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Small,16.2
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Small,12.6
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Medium,16
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Medium,14.2
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Large,9.6
2008,6,20-Jun-08,Lady Janice,Not Specified,Dressed,Large,18.2
2008,6,19-Jun-08,Lady Noreen,Teardrop,Dressed,Small,11.8
2008,6,19-Jun-08,Lady Noreen,Teardrop,Dressed,Small,13.8
2008,6,19-Jun-08,Lady Noreen,Teardrop,Dressed,Medium,13.4
2008,6,19-Jun-08,Lady Noreen,Teardrop,Dressed,Medium,13.2
2008,6,19-Jun-08,Lady Noreen,Teardrop,Dressed,Large,15.4
2008,6,19-Jun-08,Lady Noreen,Teardrop,Dressed,Large,15.8
2008,6,19-Jun-08,Lady Janice,Teardrop,Dressed,Small,17.8
2008,6,19-Jun-08,Lady Janice,Teardrop,Dressed,Small,17.6
2008,6,19-Jun-08,Lady Janice,Teardrop,Dressed,Medium,18.2
2008,6,19-Jun-08,Lady Janice,Teardrop,Dressed,Medium,13.4
2008,6,19-Jun-08,Lady Janice,Teardrop,Dressed,Large,14.2
2008,6,19-Jun-08,Lady Janice,Teardrop,Dressed,Large,13.6
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Small,13
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Small,11.8
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Medium,16.6
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Medium,16.6
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Large,12.6
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Large,13.8
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Small,17
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Small,14
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Small,15.4
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Medium,14.8
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Medium,16.6
2008,6,18-Jun-08,Lady Melissa,Teardrop,Dressed,Medium,13
2008,6,17-Jun-08,Lady Janice,Teardrop,Filet,Small,16.4
2008,6,17-Jun-08,Lady Janice,Teardrop,Filet,Small,15.2
2008,6,17-Jun-08,Lady Janice,Teardrop,Filet,Small,15.6
2008,6,17-Jun-08,Lady Janice,Teardrop,Filet,Medium,12.4
2008,6,17-Jun-08,Lady Janice,Teardrop,Filet,Medium,14.8
2008,6,17-Jun-08,Lady Janice,Teardrop,Filet,Medium,13
2008,6,17-Jun-08,Lady Janice,Not Specified,Dressed,Small,13.8
2008,6,17-Jun-08,Lady Janice,Not Specified,Dressed,Small,16
2008,6,17-Jun-08,Lady Janice,Not Specified,Dressed,Small,11.4
2008,6,17-Jun-08,Lady Janice,Not Specified,Dressed,Medium,16.8
2008,6,17-Jun-08,Lady Janice,Not Specified,Dressed,Medium,16.2
2008,6,17-Jun-08,Lady Janice,Not Specified,Dressed,Medium,12.4
2008,6,12-Jun-08,Lady Janice,Browns Bank,Filet,Small,14.4
2008,6,12-Jun-08,Lady Janice,Browns Bank,Filet,Small,14.2
2008,6,12-Jun-08,Lady Janice,Browns Bank,Filet,Small,14.8
2008,6,12-Jun-08,Lady Janice,Browns Bank,Filet,Medium,10.6
2008,6,12-Jun-08,Lady Janice,Browns Bank,Filet,Medium,14.4
2008,6,12-Jun-08,Lady Janice,Browns Bank,Filet,Medium,15
2008,6,12-Jun-08,Lady Noreen,Browns Bank,Filet,Small,13
2008,6,12-Jun-08,Lady Noreen,Browns Bank,Filet,Small,12.4
2008,6,12-Jun-08,Lady Noreen,Browns Bank,Filet,Small,12.6
2008,6,12-Jun-08,Lady Noreen,Browns Bank,Filet,Medium,18.2
2008,6,12-Jun-08,Lady Noreen,Browns Bank,Filet,Medium,15.8
2008,6,12-Jun-08,Lady Noreen,Browns Bank,Filet,Medium,14
2008,6,11-Jun-08,Lady Melissa,Not Specified,Dressed,Medium,11.2
2008,6,11-Jun-08,Lady Melissa,Not Specified,Dressed,Medium,14
2008,6,11-Jun-08,Lady Melissa,Not Specified,Dressed,Medium,14.6
2008,6,11-Jun-08,Lady Melissa,Not Specified,Dressed,Large,15
2008,6,11-Jun-08,Lady Melissa,Not Specified,Dressed,Large,16.2
2008,6,11-Jun-08,Lady Melissa,Not Specified,Dressed,Large,8.8
2008,6,11-Jun-08,Lady Noreen,Not Specified,Filet,Small,12.6
2008,6,11-Jun-08,Lady Noreen,Not Specified,Filet,Small,10
2008,6,11-Jun-08,Lady Noreen,Not Specified,Filet,Small,11.6
2008,6,11-Jun-08,Lady Noreen,Not Specified,Filet,Medium,12.2
2008,6,11-Jun-08,Lady Noreen,Not Specified,Filet,Medium,9
2008,6,11-Jun-08,Lady Noreen,Not Specified,Filet,Medium,13.4
2008,6,11-Jun-08,Lady Janice,Not Specified,Filet,Small,14.6
2008,6,11-Jun-08,Lady Janice,Not Specified,Filet,Small,11
2008,6,11-Jun-08,Lady Janice,Not Specified,Filet,Medium,14.6
2008,6,11-Jun-08,Lady Janice,Not Specified,Filet,Medium,11.2
2008,6,11-Jun-08,Lady Janice,Not Specified,Filet,Large,13
2008,6,11-Jun-08,Lady Janice,Not Specified,Filet,Large,15
2008,5,31-May-08,Lady Melissa,Bullpen,Dressed,Small,10.6
2008,5,31-May-08,Lady Melissa,Bullpen,Dressed,Small,11.4
2008,5,31-May-08,Lady Melissa,Bullpen,Dressed,Small,10.6
2008,5,31-May-08,Lady Melissa,Bullpen,Dressed,Medium,11.8
2008,5,31-May-08,Lady Melissa,Bullpen,Dressed,Medium,12.4
2008,5,31-May-08,Lady Melissa,Bullpen,Dressed,Medium,12.6
2007,9,19-Sep-07,Lady Janice,German Bank,Dressed,Small,8.2
2007,9,19-Sep-07,Lady Janice,German Bank,Dressed,Small,13.8
2007,9,19-Sep-07,Lady Janice,German Bank,Dressed,Small,5.2
2007,9,19-Sep-07,Lady Janice,German Bank,Dressed,Medium,8.4
2007,9,19-Sep-07,Lady Janice,German Bank,Dressed,Medium,8.2
2007,9,19-Sep-07,Lady Janice,German Bank,Dressed,Medium,11.6
2007,9,05-Sep-07,Lady Melissa,German Bank,milt,Small,10
2007,9,05-Sep-07,Lady Melissa,German Bank,milt,Small,5.6
2007,9,05-Sep-07,Lady Melissa,German Bank,milt,Small,7
2007,9,05-Sep-07,Lady Melissa,German Bank,roe,Small,4
2007,9,05-Sep-07,Lady Melissa,German Bank,roe,Small,12.6
2007,9,05-Sep-07,Lady Melissa,German Bank,roe,Small,13.2
2007,9,04-Sep-07,Lady Melissa,German Bank,milt,Large,10
2007,9,04-Sep-07,Lady Melissa,German Bank,milt,Large,5.2
2007,9,04-Sep-07,Lady Melissa,German Bank,milt,Large,11.8
2007,9,04-Sep-07,Lady Melissa,German Bank,imm,Large,12
2007,9,04-Sep-07,Lady Melissa,German Bank,roe,Large,11.8
2007,9,04-Sep-07,Lady Melissa,German Bank,roe,Large,12.8
2007,8,30-Aug-07,Lady Melissa,German Bank,milt,Medium,4.6
2007,8,30-Aug-07,Lady Melissa,German Bank,milt,Medium,9.4
2007,8,30-Aug-07,Lady Melissa,German Bank,milt,Medium,15
2007,8,30-Aug-07,Lady Melissa,German Bank,imm,Medium,10
2007,8,30-Aug-07,Lady Melissa,German Bank,roe,Medium,10
2007,8,30-Aug-07,Lady Melissa,German Bank,roe,Medium,7.6
2007,8,29-Aug-07,Lady Janice,German Bank,milt,Medium,11.4
2007,8,29-Aug-07,Lady Janice,German Bank,milt,Medium,9.6
2007,8,29-Aug-07,Lady Janice,German Bank,imm,Medium,11.6
2007,8,29-Aug-07,Lady Janice,German Bank,imm,Medium,19.4
2007,8,29-Aug-07,Lady Janice,German Bank,roe,Medium,9.2
2007,8,29-Aug-07,Lady Janice,German Bank,roe,Medium,8
2007,8,27-Aug-07,Lady Melissa,Not Specified,Dressed,Medium,13.4
2007,8,27-Aug-07,Lady Melissa,Not Specified,Dressed,Medium,13
2007,8,27-Aug-07,Lady Melissa,Not Specified,Dressed,Medium,13.8
2007,8,27-Aug-07,Lady Melissa,Not Specified,Dressed,Large,14.6
2007,8,27-Aug-07,Lady Melissa,Not Specified,Dressed,Large,21
2007,8,27-Aug-07,Lady Melissa,Not Specified,Dressed,Large,11
2007,8,24-Aug-07,Lady Janice,German Bank,Filet,Small,11.8
2007,8,24-Aug-07,Lady Janice,German Bank,Filet,Small,12.4
2007,8,24-Aug-07,Lady Janice,German Bank,Filet,Medium,12.8
2007,8,24-Aug-07,Lady Janice,German Bank,Filet,Medium,10.4
2007,8,24-Aug-07,Lady Janice,German Bank,Filet,Large,9
2007,8,24-Aug-07,Lady Janice,German Bank,Filet,Large,18.8
2007,8,23-Aug-07,Lady Janice,German Bank,Filet,Small,15
2007,8,23-Aug-07,Lady Janice,German Bank,Filet,Small,16.4
2007,8,23-Aug-07,Lady Janice,German Bank,Filet,Medium,5
2007,8,23-Aug-07,Lady Janice,German Bank,Filet,Medium,15.6
2007,8,23-Aug-07,Lady Janice,German Bank,Filet,Large,14.4
2007,8,23-Aug-07,Lady Janice,German Bank,Filet,Large,9.8
2007,8,21-Aug-07,Lady Janice,German Bank,Filet,Small,16
2007,8,21-Aug-07,Lady Janice,German Bank,Filet,Small,8.6
2007,8,21-Aug-07,Lady Janice,German Bank,Filet,Medium,16.2
2007,8,21-Aug-07,Lady Janice,German Bank,Filet,Medium,13.8
2007,8,21-Aug-07,Lady Janice,German Bank,Filet,Large,14.6
2007,8,21-Aug-07,Lady Janice,German Bank,Filet,Large,14.8
2007,8,02-Aug-07,Lady Janice,German Bank,Dressed,Small,15.4
2007,8,02-Aug-07,Lady Janice,German Bank,Dressed,Small,19.4
2007,8,02-Aug-07,Lady Janice,German Bank,Dressed,Medium,15.4
2007,8,02-Aug-07,Lady Janice,German Bank,Dressed,Medium,13.8
2007,8,02-Aug-07,Lady Janice,German Bank,Dressed,Large,11
2007,8,02-Aug-07,Lady Janice,German Bank,Dressed,Large,18.4
2007,8,02-Aug-07,Lady Janice,German Bank,Filet,Small,15.2
2007,8,02-Aug-07,Lady Janice,German Bank,Filet,Small,14.2
2007,8,02-Aug-07,Lady Janice,German Bank,Filet,Medium,19.2
2007,8,02-Aug-07,Lady Janice,German Bank,Filet,Medium,19.6
2007,8,02-Aug-07,Lady Janice,German Bank,Filet,Large,20.6
2007,8,02-Aug-07,Lady Janice,German Bank,Filet,Large,14.8
2007,8,01-Aug-07,Lady Janice,German Bank,Filet,Small,18
2007,8,01-Aug-07,Lady Janice,German Bank,Filet,Small,17.8
2007,8,01-Aug-07,Lady Janice,German Bank,Filet,Medium,18.6
2007,8,01-Aug-07,Lady Janice,German Bank,Filet,Medium,13.8
2007,8,01-Aug-07,Lady Janice,German Bank,Filet,Large,22.6
2007,8,01-Aug-07,Lady Janice,German Bank,Filet,Large,18.4
2007,7,31-Jul-07,Lady Melissa,German Bank,Filet,Small,18.4
2007,7,31-Jul-07,Lady Melissa,German Bank,Filet,Small,11.6
2007,7,31-Jul-07,Lady Melissa,German Bank,Filet,Small,15.2
2007,7,31-Jul-07,Lady Melissa,German Bank,Filet,Medium,21.2
2007,7,31-Jul-07,Lady Melissa,German Bank,Filet,Medium,16.4
2007,7,31-Jul-07,Lady Melissa,German Bank,Filet,Medium,21.6
2007,7,30-Jul-07,Lady Janice,German Bank,Dressed,Small,15.6
2007,7,30-Jul-07,Lady Janice,German Bank,Dressed,Small,14.8
2007,7,30-Jul-07,Lady Janice,German Bank,Dressed,Medium,14
2007,7,30-Jul-07,Lady Janice,German Bank,Dressed,Medium,14.6
2007,7,30-Jul-07,Lady Janice,German Bank,Dressed,Large,17
2007,7,30-Jul-07,Lady Janice,German Bank,Dressed,Large,13.4
2007,7,30-Jul-07,Lady Janice,German Bank,Filet,Small,17.8
2007,7,30-Jul-07,Lady Janice,German Bank,Filet,Small,20.8
2007,7,30-Jul-07,Lady Janice,German Bank,Filet,Medium,14.2
2007,7,30-Jul-07,Lady Janice,German Bank,Filet,Medium,20
2007,7,30-Jul-07,Lady Janice,German Bank,Filet,Large,24
2007,7,30-Jul-07,Lady Janice,German Bank,Filet,Large,16.8
2007,7,27-Jul-07,Lady Janice,German Bank,Filet,Small,15.6
2007,7,27-Jul-07,Lady Janice,German Bank,Filet,Small,17
2007,7,27-Jul-07,Lady Janice,German Bank,Filet,Medium,22
2007,7,27-Jul-07,Lady Janice,German Bank,Filet,Medium,24.2
2007,7,27-Jul-07,Lady Janice,German Bank,Filet,Large,24.2
2007,7,27-Jul-07,Lady Janice,German Bank,Filet,Large,14.4
2007,7,27-Jul-07,Lady Janice,German Bank,Dressed,Small,10.6
2007,7,27-Jul-07,Lady Janice,German Bank,Dressed,Small,10
2007,7,27-Jul-07,Lady Janice,German Bank,Dressed,Medium,14.6
2007,7,27-Jul-07,Lady Janice,German Bank,Dressed,Medium,19.2
2007,7,27-Jul-07,Lady Janice,German Bank,Dressed,Large,14.2
2007,7,27-Jul-07,Lady Janice,German Bank,Dressed,Large,21.8
2007,7,26-Jul-07,Lady Janice,German Bank,Dressed,Small,11.4
2007,7,26-Jul-07,Lady Janice,German Bank,Dressed,Small,13.8
2007,7,26-Jul-07,Lady Janice,German Bank,Dressed,Medium,16
2007,7,26-Jul-07,Lady Janice,German Bank,Dressed,Medium,13.8
2007,7,26-Jul-07,Lady Janice,German Bank,Dressed,Large,16.2
2007,7,26-Jul-07,Lady Janice,German Bank,Dressed,Large,11.2
2007,7,26-Jul-07,Lady Melissa,German Bank,Filet,Small,19
2007,7,26-Jul-07,Lady Melissa,German Bank,Filet,Small,15.2
2007,7,26-Jul-07,Lady Melissa,German Bank,Filet,Medium,18.6
2007,7,26-Jul-07,Lady Melissa,German Bank,Filet,Medium,16.2
2007,7,26-Jul-07,Lady Melissa,German Bank,Filet,Large,18.2
2007,7,26-Jul-07,Lady Melissa,German Bank,Filet,Large,18.4
2007,7,24-Jul-07,Lady Janice,German Bank,Filet,Small,15.8
2007,7,24-Jul-07,Lady Janice,German Bank,Filet,Small,17.2
2007,7,24-Jul-07,Lady Janice,German Bank,Filet,Medium,19.4
2007,7,24-Jul-07,Lady Janice,German Bank,Filet,Medium,18.8
2007,7,24-Jul-07,Lady Janice,German Bank,Filet,Large,18.6
2007,7,24-Jul-07,Lady Janice,German Bank,Filet,Large,18.8
2007,7,23-Jul-07,Lady Janice,German Bank,Filet,Small,16.4
2007,7,23-Jul-07,Lady Janice,German Bank,Filet,Small,24.4
2007,7,23-Jul-07,Lady Janice,German Bank,Filet,Medium,11.6
2007,7,23-Jul-07,Lady Janice,German Bank,Filet,Medium,15.2
2007,7,23-Jul-07,Lady Janice,German Bank,Filet,Large,21.6
2007,7,23-Jul-07,Lady Janice,German Bank,Filet,Large,18.7
2007,7,23-Jul-07,Lady Janice,German Bank,Dressed,Small,15.8
2007,7,23-Jul-07,Lady Janice,German Bank,Dressed,Small,14.8
2007,7,23-Jul-07,Lady Janice,German Bank,Dressed,Medium,17.2
2007,7,23-Jul-07,Lady Janice,German Bank,Dressed,Medium,16
2007,7,23-Jul-07,Lady Janice,German Bank,Dressed,Large,15.4
2007,7,23-Jul-07,Lady Janice,German Bank,Dressed,Large,8.6
2007,7,20-Jul-07,Lady Melissa,German Bank,Filet,Small,13
2007,7,20-Jul-07,Lady Melissa,German Bank,Filet,Small,18.2
2007,7,20-Jul-07,Lady Melissa,German Bank,Filet,Small,15
2007,7,20-Jul-07,Lady Melissa,German Bank,Filet,Medium,13.6
2007,7,20-Jul-07,Lady Melissa,German Bank,Filet,Medium,18.2
2007,7,20-Jul-07,Lady Melissa,German Bank,Filet,Medium,21
2007,7,19-Jul-07,Lady Melissa,German Bank,Filet,Small,16.4
2007,7,19-Jul-07,Lady Melissa,German Bank,Filet,Small,21.8
2007,7,19-Jul-07,Lady Melissa,German Bank,Filet,Medium,7
2007,7,19-Jul-07,Lady Melissa,German Bank,Filet,Medium,18.6
2007,7,19-Jul-07,Lady Melissa,German Bank,Filet,Large,21.8
2007,7,19-Jul-07,Lady Melissa,German Bank,Filet,Large,19.4
2007,7,18-Jul-07,Lady Melissa,German Bank,Dressed,Small,12.8
2007,7,18-Jul-07,Lady Melissa,German Bank,Dressed,Small,15.8
